Genome-ID,Oral_Taxon-ID,Genus,Species,SubSpecies,Strain,No. Contigs,Total Length,MAG,Assembly Level,GC %,Genus_for_pathogen,is_pathogen
GCA_001278845.1,HMT-414,Actinomyces,sp. HMT-414,,F0588,1,3836419,,Complete Genome,71.94,actinomyces,0
GCA_000220835.1,HMT-448,Actinomyces,sp. HMT-448,,F0400,12,2828172,,Scaffold,69.97,actinomyces,0
GCA_905214355.1,HMT-448,Actinomyces,sp. HMT-448,,ERR1430458-bin.9,155,2692200,yes,Contig,69.99,actinomyces,0
GCA_905373145.1,HMT-448,Actinomyces,sp. HMT-448,,SRR9217457-mag-bin.3,246,2674657,yes,Contig,69.79,actinomyces,0
GCA_916720385.1,HMT-448,Actinomyces,sp. HMT-448,,SRR15235663_bin.9_metaWRAP_v1.1_MAG,211,2456475,yes,Contig,70.13,actinomyces,0
GCA_946222855.1,HMT-448,Actinomyces,sp. HMT-448,,YSbNyl2jJB_bin.12.MAG,274,2520844,yes,Contig,70.16,actinomyces,0
GCA_002999235.1,HMT-897,Actinomyces,sp. HMT-897,,F0631,2,3249416,,Complete Genome,71.63,actinomyces,0
GCA_016626125.1,HMT-897,Actinomyces,sp. HMT-897,,HMT897,1,3281265,,Complete Genome,71.63,actinomyces,0
GCA_938030695.1,HMT-897,Actinomyces,sp. HMT-897,,ERR589373_bin.89_CONCOCT_v1.1_MAG,254,3164958,yes,Contig,71.64,actinomyces,0
GCA_000295095.1,HMT-179,Actinomyces,timonensis,,7400942,4,2932944,,Scaffold,71.39,actinomyces,0
GCA_004525795.1,HMT-688,Actinomyces,viscosus,,CCUG 14476,107,3336376,,Contig,69.03,actinomyces,0
GCA_031296485.1,HMT-688,Actinomyces,viscosus,,NCTC 10951,179,3303380,,Contig,69.06,actinomyces,0
GCA_900637975.1,HMT-688,Actinomyces,viscosus,,NCTC10951,1,3491241,,Complete Genome,68.91,actinomyces,0
GCA_000178435.1,HMT-312,Aerococcus,viridans,,ATCC 11563,150,2005853,,Contig,39.45,aerococcus,0
GCA_001543285.1,HMT-312,Aerococcus,viridans,,CCUG4311,1,2199877,,Complete Genome,39.38,aerococcus,0
GCA_001806975.1,HMT-312,Aerococcus,viridans,,HMSC10H05,71,1892427,,Scaffold,37.19,aerococcus,0
GCA_002083135.2,HMT-312,Aerococcus,viridans,,FDAARGOS_249,1,2003760,,Contig,39.57,aerococcus,0
GCA_002871935.1,HMT-312,Aerococcus,viridans,,UMB0240,52,1921807,,Scaffold,37.11,aerococcus,0
GCA_025144985.1,HMT-312,Aerococcus,viridans,,p3-SID91,46,1975416,,Contig,39.42,aerococcus,0
GCA_029023765.1,HMT-312,Aerococcus,viridans,,DSM 20340,1,2204952,,Complete Genome,39.37,aerococcus,0
GCA_900445095.1,HMT-312,Aerococcus,viridans,,NCTC8251,3,2265362,,Contig,39.39,aerococcus,0
GCA_900445105.1,HMT-312,Aerococcus,viridans,,NCTC7595,51,2315448,,Contig,40.43,aerococcus,0
GCA_000314675.2,HMT-559,Afipia,broomeae,,ATCC 49717,4,5261968,,Scaffold,61.35,afipia,0
GCA_000568515.1,HMT-559,Afipia,broomeae,,NBIMC_P1-C3,69,4996806,,Contig,61.56,afipia,0
GCA_000568595.1,HMT-559,Afipia,broomeae,,NBIMC_P1-C1,90,5133308,,Contig,61.59,afipia,0
GCA_000568615.1,HMT-559,Afipia,broomeae,,NBIMC_P1-C2,66,4996867,,Contig,61.56,afipia,0
GCA_002172955.1,HMT-559,Afipia,broomeae,,TMED4,49,5163516,,Contig,61.37,afipia,0
GCA_002689225.1,HMT-559,Afipia,broomeae,,MED728,49,5163516,,Contig,61.37,afipia,0
GCA_003963205.1,HMT-559,Afipia,broomeae,,AWTP1-7,60,5173336,,Scaffold,61.28,afipia,0
GCA_902488705.1,HMT-559,Afipia,broomeae,,MGYG-HGUT-03734,233,5238503,,Contig,61.21,afipia,0
GCA_000020605.1,HMT-960,Agathobacter,rectalis,,ATCC 33656,1,3449685,,Complete Genome,41.48,agathobacter,0
GCA_000209935.1,HMT-960,Agathobacter,rectalis,,DSM 17629,1,3344951,,Chromosome,42.92,agathobacter,0
GCA_003468065.1,HMT-960,Agathobacter,rectalis,,AM42-1,36,3373739,,Scaffold,41.13,agathobacter,0
GCA_003474615.1,HMT-960,Agathobacter,rectalis,,AF38-24,28,3096310,,Scaffold,41.2,agathobacter,0
GCA_015557515.1,HMT-960,Agathobacter,rectalis,,D53t1_180928_G2,41,2883067,,Scaffold,41.8,agathobacter,0
GCA_022453685.1,HMT-960,Agathobacter,rectalis,,VPI 0990,1,3451485,,Complete Genome,41.48,agathobacter,0
GCA_024167965.1,HMT-960,Agathobacter,rectalis,,NB2A-17-FMU,1,2804625,,Chromosome,41.9,agathobacter,0
GCA_028322385.1,HMT-960,Agathobacter,rectalis,,D53st1_E10_D53t1_180928,38,2926079,,Scaffold,41.88,agathobacter,0
GCA_028322445.1,HMT-960,Agathobacter,rectalis,,D53st1_B3_D53t1_180928,33,2792771,,Scaffold,41.81,agathobacter,0
GCA_902387715.1,HMT-960,Agathobacter,rectalis,,MGYG-HGUT-02492,1,3449685,,Complete Genome,41.48,agathobacter,0
GCA_000146265.4,HMT-531,Aggregatibacter,actinomycetemcomitans,,D11S-1,4,2160722,,Complete Genome,44.29,aggregatibacter,1
GCA_000163615.3,HMT-531,Aggregatibacter,actinomycetemcomitans,,D7S-1,1,2308962,,Complete Genome,44.32,aggregatibacter,1
GCA_000241025.2,HMT-531,Aggregatibacter,actinomycetemcomitans,,ANH9381,1,2136808,,Complete Genome,44.42,aggregatibacter,1
GCA_000259915.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,RhAA1,11,2233070,,Contig,44.67,aggregatibacter,1
GCA_000372365.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,DSM 8324,33,2085887,,Contig,44.42,aggregatibacter,1
GCA_000604045.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK1651,1,2105503,,Complete Genome,44.38,aggregatibacter,1
GCA_001190115.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,RHAA1,11,2233070,,Contig,44.67,aggregatibacter,1
GCA_001547775.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,NUM 4039,1,2382853,,Complete Genome,44.34,aggregatibacter,1
GCA_001594245.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,VT1169,1,2129092,,Complete Genome,44.39,aggregatibacter,1
GCA_001594265.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,624,1,2367908,,Complete Genome,44.23,aggregatibacter,1
GCA_001690155.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,IDH781,1,2291252,,Complete Genome,44.32,aggregatibacter,1
GCA_002266485.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,KCOM 1299,7,2291820,,Contig,44.16,aggregatibacter,1
GCA_003130165.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_800,23,2032621,,Contig,44.45,aggregatibacter,1
GCA_006547285.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,SC1000,18,2099973,,Scaffold,44.44,aggregatibacter,1
GCA_008084095.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_773,29,2038882,,Contig,44.45,aggregatibacter,1
GCA_008084115.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_687,28,2078207,,Contig,44.42,aggregatibacter,1
GCA_008084195.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_738,27,2134503,,Contig,44.32,aggregatibacter,1
GCA_008084225.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_708,25,2109962,,Contig,44.37,aggregatibacter,1
GCA_008085015.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_561,2,2237318,,Contig,44.46,aggregatibacter,1
GCA_008085085.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_435,28,2120456,,Contig,44.32,aggregatibacter,1
GCA_008085135.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_438,26,2062693,,Contig,44.45,aggregatibacter,1
GCA_008085215.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_436,26,2079715,,Contig,44.4,aggregatibacter,1
GCA_008085265.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_694,25,2039051,,Contig,44.46,aggregatibacter,1
GCA_008085295.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_686,27,2036242,,Contig,44.47,aggregatibacter,1
GCA_008085305.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,NCTC_9710,41,2069548,,Contig,44.44,aggregatibacter,1
GCA_008085315.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_728,24,2046220,,Contig,44.44,aggregatibacter,1
GCA_008085365.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_628,27,2030108,,Contig,44.43,aggregatibacter,1
GCA_008085405.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_566,27,2041829,,Contig,44.43,aggregatibacter,1
GCA_008085415.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_565,26,2043562,,Contig,44.44,aggregatibacter,1
GCA_008086365.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK_907,1,2316234,,Complete Genome,44.02,aggregatibacter,1
GCA_008086385.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK_973,1,2298901,,Complete Genome,44.09,aggregatibacter,1
GCA_008086405.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PN_696,1,2284248,,Complete Genome,44.0,aggregatibacter,1
GCA_016026035.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,FDAARGOS_948,1,2105378,,Complete Genome,44.38,aggregatibacter,1
GCA_020809485.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,CU1000N,1,2331529,,Complete Genome,44.24,aggregatibacter,1
GCA_021308695.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK 1659,22,2077434,,Contig,44.34,aggregatibacter,1
GCA_021308715.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK 1631,21,2070210,,Contig,44.31,aggregatibacter,1
GCA_021308795.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,708G,27,2130593,,Contig,44.48,aggregatibacter,1
GCA_021308835.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK 1630,23,2065593,,Contig,44.33,aggregatibacter,1
GCA_021308855.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,654G,24,2066676,,Contig,44.32,aggregatibacter,1
GCA_021308875.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,369G,26,2077690,,Contig,44.29,aggregatibacter,1
GCA_021308915.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,ET14,24,2066090,,Contig,44.32,aggregatibacter,1
GCA_021309015.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,217G,28,2105953,,Contig,44.47,aggregatibacter,1
GCA_021309025.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,311M,27,2097408,,Contig,44.5,aggregatibacter,1
GCA_021309195.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP18,22,2067147,,Contig,44.32,aggregatibacter,1
GCA_021309205.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP14,22,2067549,,Contig,44.31,aggregatibacter,1
GCA_021309215.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP6,25,2066325,,Contig,44.32,aggregatibacter,1
GCA_021309225.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP23,22,2067092,,Contig,44.32,aggregatibacter,1
GCA_021309275.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP50,26,2122336,,Contig,44.34,aggregatibacter,1
GCA_021309295.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP11,21,2067812,,Contig,44.32,aggregatibacter,1
GCA_021309315.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,OMZ 678,21,2068141,,Contig,44.32,aggregatibacter,1
GCA_021309335.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,UP10,21,2067863,,Contig,44.32,aggregatibacter,1
GCA_021309475.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,OMGS 2516,26,2066755,,Contig,44.32,aggregatibacter,1
GCA_021309535.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,OMGS 2176,29,2096147,,Contig,44.29,aggregatibacter,1
GCA_021309595.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK 978,25,2076828,,Contig,44.36,aggregatibacter,1
GCA_021309635.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,PH541,24,2028232,,Contig,44.46,aggregatibacter,1
GCA_021309645.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HG1216,21,2040431,,Contig,44.46,aggregatibacter,1
GCA_021309675.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HG1217,28,2079354,,Contig,44.28,aggregatibacter,1
GCA_021309695.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HG1236,23,2135833,,Contig,44.43,aggregatibacter,1
GCA_021309715.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK 2017,26,2071201,,Contig,44.31,aggregatibacter,1
GCA_021309735.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HG1183,22,2065955,,Contig,44.32,aggregatibacter,1
GCA_021309755.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HG1229,25,2122305,,Contig,44.34,aggregatibacter,1
GCA_021309765.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,362M,21,2081488,,Contig,44.29,aggregatibacter,1
GCA_021309815.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,309M,21,2077138,,Contig,44.32,aggregatibacter,1
GCA_021309825.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,HK 1990,24,2073469,,Contig,44.31,aggregatibacter,1
GCA_021309915.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,102-B,29,2110628,,Contig,44.42,aggregatibacter,1
GCA_021309955.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,ET19,22,2067856,,Contig,44.32,aggregatibacter,1
GCA_021309965.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,744G,26,2133209,,Contig,44.42,aggregatibacter,1
GCA_021309995.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,666G,25,2108730,,Contig,44.29,aggregatibacter,1
GCA_021310015.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,605G,30,2079435,,Contig,44.29,aggregatibacter,1
GCA_021310035.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,638G,26,2078016,,Contig,44.29,aggregatibacter,1
GCA_021310095.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,524G,22,2067892,,Contig,44.32,aggregatibacter,1
GCA_021310125.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,488G,22,2067699,,Contig,44.32,aggregatibacter,1
GCA_021310155.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,486G,24,2103326,,Contig,44.15,aggregatibacter,1
GCA_021310165.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,467G,28,2122954,,Contig,44.39,aggregatibacter,1
GCA_021310195.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,443G,21,2076398,,Contig,44.3,aggregatibacter,1
GCA_021310215.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,437G,29,2092586,,Contig,44.29,aggregatibacter,1
GCA_021310295.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,1G,28,2121891,,Contig,44.39,aggregatibacter,1
GCA_023517815.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,31S,1,2102524,,Complete Genome,44.39,aggregatibacter,1
GCA_023517835.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,31R,1,2110934,,Complete Genome,44.36,aggregatibacter,1
GCA_023517855.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,30S,1,2120195,,Complete Genome,44.38,aggregatibacter,1
GCA_023517875.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,30R,1,2120195,,Complete Genome,44.38,aggregatibacter,1
GCA_023517895.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,23S,1,2173202,,Complete Genome,44.32,aggregatibacter,1
GCA_023517915.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,5S,1,2158238,,Complete Genome,44.38,aggregatibacter,1
GCA_023517935.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,5R,1,2158228,,Complete Genome,44.38,aggregatibacter,1
GCA_023518055.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,4S,1,2109143,,Complete Genome,44.49,aggregatibacter,1
GCA_023559645.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,ATCC 29522,28,2121926,,Contig,44.34,aggregatibacter,1
GCA_023559725.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,23R,6,2164891,,Contig,44.35,aggregatibacter,1
GCA_023559755.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,4R,13,2102624,,Contig,44.47,aggregatibacter,1
GCA_024677965.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,25R,13,2260584,,Contig,44.02,aggregatibacter,1
GCA_024677985.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,20R,24,2382298,,Contig,44.26,aggregatibacter,1
GCA_024678005.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,7R,2,2355150,,Contig,44.27,aggregatibacter,1
GCA_024678025.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,8R,2,2157227,,Contig,44.35,aggregatibacter,1
GCA_024678085.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,3R,6,2344181,,Contig,44.37,aggregatibacter,1
GCA_024678105.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,2R,2,2107957,,Contig,44.45,aggregatibacter,1
GCA_024730685.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,27R,1,2075531,,Complete Genome,44.49,aggregatibacter,1
GCA_024730705.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,16R,1,2077859,,Complete Genome,44.48,aggregatibacter,1
GCA_024730725.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,14R,1,2361401,,Complete Genome,44.25,aggregatibacter,1
GCA_024730745.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,9R,1,2116158,,Complete Genome,44.45,aggregatibacter,1
GCA_025449295.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,IDHaas10a,1,2133765,,Complete Genome,44.44,aggregatibacter,1
GCA_900445165.1,HMT-531,Aggregatibacter,actinomycetemcomitans,,NCTC9709,3,2089682,,Contig,44.53,aggregatibacter,1
GCA_000022985.1,HMT-545,Aggregatibacter,aphrophilus,,NJ8700,1,2313035,,Complete Genome,42.23,aggregatibacter,1
GCA_000226495.3,HMT-545,Aggregatibacter,aphrophilus,,ATCC 33389,48,2267213,,Contig,42.18,aggregatibacter,1
GCA_000231255.1,HMT-545,Aggregatibacter,aphrophilus,,F0387,12,2262693,,Scaffold,42.37,aggregatibacter,1
GCA_001188835.1,HMT-545,Aggregatibacter,aphrophilus,,NJ8700,1,2313256,,Complete Genome,42.23,aggregatibacter,1
GCA_001262035.1,HMT-545,Aggregatibacter,aphrophilus,,W10433,1,2414427,,Complete Genome,42.34,aggregatibacter,1
GCA_001680765.1,HMT-545,Aggregatibacter,aphrophilus,,ATCC 19415,32,2268672,,Scaffold,42.18,aggregatibacter,1
GCA_001680805.1,HMT-545,Aggregatibacter,aphrophilus,,ATCC 7901,19,2364377,,Scaffold,42.14,aggregatibacter,1
GCA_002083125.2,HMT-545,Aggregatibacter,aphrophilus,,FDAARGOS_248,5,2406785,,Contig,42.24,aggregatibacter,1
GCA_003130125.1,HMT-545,Aggregatibacter,aphrophilus,,PN_517,30,2346714,,Scaffold,42.2,aggregatibacter,1
GCA_003130145.1,HMT-545,Aggregatibacter,aphrophilus,,PN_444,31,2264950,,Scaffold,42.23,aggregatibacter,1
GCA_003130195.1,HMT-545,Aggregatibacter,aphrophilus,,PN_521,26,2308908,,Scaffold,42.22,aggregatibacter,1
GCA_003130365.1,HMT-545,Aggregatibacter,aphrophilus,,HK_319,48,2421966,,Scaffold,42.22,aggregatibacter,1
GCA_003130375.1,HMT-545,Aggregatibacter,aphrophilus,,CCUG 11575,33,2368867,,Scaffold,42.2,aggregatibacter,1
GCA_003252955.1,HMT-545,Aggregatibacter,aphrophilus,,C2008000870,33,2268540,,Contig,42.06,aggregatibacter,1
GCA_003252965.1,HMT-545,Aggregatibacter,aphrophilus,,C2008001229,33,2288398,,Contig,42.18,aggregatibacter,1
GCA_003703745.1,HMT-545,Aggregatibacter,aphrophilus,,HK83,121,2375403,,Contig,42.22,aggregatibacter,1
GCA_900445195.1,HMT-545,Aggregatibacter,aphrophilus,,NCTC5908,6,2332869,,Contig,42.37,aggregatibacter,1
GCA_900478265.1,HMT-545,Aggregatibacter,aphrophilus,,NCTC11096,1,2290909,,Complete Genome,42.15,aggregatibacter,1
GCA_900636915.1,HMT-545,Aggregatibacter,aphrophilus,,NCTC5906,1,2337153,,Complete Genome,42.32,aggregatibacter,1
GCA_916048645.1,HMT-545,Aggregatibacter,aphrophilus,,ERR2764820_bin.5_metaWRAP_v1.1_MAG,198,2131817,yes,Contig,42.2,aggregatibacter,1
GCA_003129975.1,HMT-426,Aggregatibacter,kilianii,,PN_755,22,2358555,,Scaffold,42.55,aggregatibacter,1
GCA_003130015.1,HMT-426,Aggregatibacter,kilianii,,PN_649,27,2379268,,Contig,42.61,aggregatibacter,1
GCA_003130035.1,HMT-426,Aggregatibacter,kilianii,,PN_537,20,2329865,,Scaffold,42.59,aggregatibacter,1
GCA_003130055.1,HMT-426,Aggregatibacter,kilianii,,PN_452,17,2366859,,Scaffold,42.65,aggregatibacter,1
GCA_003130255.1,HMT-426,Aggregatibacter,kilianii,,PN_528,3,2457230,,Contig,42.9,aggregatibacter,1
GCA_003130285.1,HMT-426,Aggregatibacter,kilianii,,PN_522,20,2330461,,Scaffold,42.59,aggregatibacter,1
GCA_003130305.1,HMT-426,Aggregatibacter,kilianii,,PN_516,21,2367815,,Scaffold,42.67,aggregatibacter,1
GCA_003130645.1,HMT-426,Aggregatibacter,kilianii,,MELO_94,22,2345608,,Scaffold,42.57,aggregatibacter,1
GCA_003130665.1,HMT-426,Aggregatibacter,kilianii,,MELO_68,21,2427675,,Scaffold,42.58,aggregatibacter,1
GCA_003130675.1,HMT-426,Aggregatibacter,kilianii,,MELO_83,21,2375305,,Scaffold,42.57,aggregatibacter,1
GCA_003252805.1,HMT-426,Aggregatibacter,kilianii,,C2008001782,16,2329796,,Contig,42.59,aggregatibacter,1
GCA_003252835.1,HMT-426,Aggregatibacter,kilianii,,C2010020251,18,2450473,,Contig,42.52,aggregatibacter,1
GCA_003252995.1,HMT-426,Aggregatibacter,kilianii,,C2008003249,18,2346261,,Contig,42.69,aggregatibacter,1
GCA_003253035.1,HMT-426,Aggregatibacter,kilianii,,C2009017515,35,2452137,,Contig,42.66,aggregatibacter,1
GCA_937919835.1,HMT-426,Aggregatibacter,kilianii,,SRR2240840_bin.2_CONCOCT_v1.1_MAG,62,2304117,yes,Contig,42.61,aggregatibacter,1
GCA_000185305.1,HMT-762,Aggregatibacter,segnis,,ATCC 33393,5,2012010,,Scaffold,43.04,aggregatibacter,1
GCA_003130075.1,HMT-762,Aggregatibacter,segnis,,HK_296,19,1953597,,Scaffold,42.7,aggregatibacter,1
GCA_003130095.1,HMT-762,Aggregatibacter,segnis,,CCUG 46700,12,1978324,,Scaffold,42.66,aggregatibacter,1
GCA_003252645.1,HMT-762,Aggregatibacter,segnis,,C2000002669,22,2004096,,Contig,42.56,aggregatibacter,1
GCA_003252685.1,HMT-762,Aggregatibacter,segnis,,C2001002503,13,1918287,,Contig,42.63,aggregatibacter,1
GCA_016127115.1,HMT-762,Aggregatibacter,segnis,,FDAARGOS_987,1,2062506,,Complete Genome,42.55,aggregatibacter,1
GCA_900476035.1,HMT-762,Aggregatibacter,segnis,,NCTC10977,1,2022832,,Complete Genome,42.56,aggregatibacter,1
GCA_902494125.1,HMT-762,Aggregatibacter,segnis,,MGYG-HGUT-04313,12,1916258,,Contig,42.71,aggregatibacter,1
GCA_905212025.1,HMT-762,Aggregatibacter,segnis,,SRR413637-bin.17,78,1749471,yes,Contig,42.99,aggregatibacter,1
GCA_920939465.1,HMT-762,Aggregatibacter,segnis,,Marseille-P9115,1,2071265,,Complete Genome,42.81,aggregatibacter,1
GCA_934255625.1,HMT-762,Aggregatibacter,segnis,,REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_3_1732.107,33,1877499,yes,Contig,42.51,aggregatibacter,1
GCA_938021175.1,HMT-762,Aggregatibacter,segnis,,ERR589365_bin.97_CONCOCT_v1.1_MAG,44,2087800,yes,Contig,42.58,aggregatibacter,1
GCA_947097335.1,HMT-762,Aggregatibacter,segnis,,SRR8786264_bin.8_metaWRAP_v1.3_MAG,140,1850914,yes,Contig,42.49,aggregatibacter,1
GCA_000466335.1,HMT-458,Aggregatibacter,sp. HMT-458,,W10330,45,2016624,,Scaffold,43.17,aggregatibacter,1
GCA_017798005.1,HMT-458,Aggregatibacter,sp. HMT-458,,2125159857,1,1999512,,Complete Genome,43.02,aggregatibacter,1
GCA_905372845.1,HMT-458,Aggregatibacter,sp. HMT-458,,SRR9217428-mag-bin.3,173,1704279,yes,Contig,43.38,aggregatibacter,1
GCA_915063715.1,HMT-458,Aggregatibacter,sp. HMT-458,,SRR1045097_bin.2_metaWRAP_v1.1_MAG,112,1845464,yes,Contig,43.08,aggregatibacter,1
GCA_927911785.1,HMT-458,Aggregatibacter,sp. HMT-458,,ERR3827215_bin.1_metaWRAP_v1.1_MAG,170,1924108,yes,Contig,42.95,aggregatibacter,1
GCA_001059425.1,HMT-513,Aggregatibacter,sp. HMT-513,,933_AAPH,38,1934895,,Contig,42.72,aggregatibacter,1
GCA_003130325.1,HMT-513,Aggregatibacter,sp. HMT-513,,PN_651,20,1965663,,Scaffold,42.84,aggregatibacter,1
GCA_003130345.1,HMT-513,Aggregatibacter,sp. HMT-513,,PN_450,16,1936332,,Scaffold,42.76,aggregatibacter,1
GCA_018128305.1,HMT-513,Aggregatibacter,sp. HMT-513,,W11186,3,1939696,,Complete Genome,42.72,aggregatibacter,1
GCA_934234175.1,HMT-513,Aggregatibacter,sp. HMT-513,,REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_5_1018.152,14,1754698,yes,Contig,42.7,aggregatibacter,1
GCA_005221325.1,HMT-485,Agrobacterium,tumefaciens,,CFBP5499,6,6138594,,Complete Genome,59.04,agrobacterium,0
GCA_005221345.1,HMT-485,Agrobacterium,tumefaciens,,CFBP5877,6,5996243,,Complete Genome,59.06,agrobacterium,0
GCA_017726655.1,HMT-485,Agrobacterium,tumefaciens,,6N2,2,5082709,,Complete Genome,58.94,agrobacterium,0
GCA_025559885.1,HMT-485,Agrobacterium,tumefaciens,,Yol002,4,5512153,,Complete Genome,59.43,agrobacterium,0
GCA_025560305.1,HMT-485,Agrobacterium,tumefaciens,,Sta002,4,5831233,,Complete Genome,59.39,agrobacterium,0
GCA_000020225.1,HMT-963,Akkermansia,muciniphila,,ATCC BAA-835,1,2664102,,Complete Genome,55.76,akkermansia,0
GCA_001688765.2,HMT-963,Akkermansia,muciniphila,,YL44,1,2745278,,Complete Genome,55.66,akkermansia,0
GCA_004015025.1,HMT-963,Akkermansia,muciniphila,,EB-AMDK-11,1,2764311,,Complete Genome,55.26,akkermansia,0
GCA_008000975.1,HMT-963,Akkermansia,muciniphila,,DSM 22959,1,2664043,,Complete Genome,55.76,akkermansia,0
